file name, index, score
alpaca_cleaned_dataset, 29442, 0.088841
alpaca_cleaned_dataset, 20727, 0.088817
alpaca_cleaned_dataset, 49886, 0.088815
alpaca_cleaned_dataset, 27085, 0.088812
alpaca_cleaned_dataset, 43343, 0.088754
alpaca_cleaned_dataset, 26590, 0.088747
alpaca_cleaned_dataset, 32918, 0.088643
alpaca_cleaned_dataset, 14421, 0.088639
alpaca_cleaned_dataset, 41833, 0.088601
alpaca_cleaned_dataset, 9740, 0.088597
alpaca_cleaned_dataset, 51404, 0.088577
alpaca_cleaned_dataset, 25708, 0.088555
alpaca_cleaned_dataset, 12640, 0.088524
alpaca_cleaned_dataset, 4346, 0.088515
alpaca_cleaned_dataset, 18476, 0.088497
alpaca_cleaned_dataset, 31281, 0.088492
alpaca_cleaned_dataset, 9842, 0.088491
alpaca_cleaned_dataset, 5348, 0.088475
alpaca_cleaned_dataset, 10547, 0.08843
alpaca_cleaned_dataset, 9084, 0.088414
alpaca_cleaned_dataset, 26929, 0.088399
alpaca_cleaned_dataset, 35296, 0.08839
alpaca_cleaned_dataset, 37381, 0.088379
alpaca_cleaned_dataset, 33398, 0.088361
alpaca_cleaned_dataset, 10126, 0.088354
alpaca_cleaned_dataset, 47939, 0.088353
alpaca_cleaned_dataset, 6946, 0.088352
alpaca_cleaned_dataset, 41262, 0.088351
alpaca_cleaned_dataset, 50202, 0.088333
alpaca_cleaned_dataset, 5605, 0.088325
alpaca_cleaned_dataset, 26106, 0.0883
alpaca_cleaned_dataset, 7877, 0.0883
alpaca_cleaned_dataset, 16215, 0.088291
alpaca_cleaned_dataset, 9444, 0.08829
alpaca_cleaned_dataset, 27543, 0.088287
alpaca_cleaned_dataset, 43425, 0.088271
alpaca_cleaned_dataset, 46117, 0.088266
alpaca_cleaned_dataset, 38365, 0.088236
alpaca_cleaned_dataset, 34909, 0.088223
alpaca_cleaned_dataset, 34912, 0.08822
alpaca_cleaned_dataset, 17350, 0.08821
alpaca_cleaned_dataset, 15166, 0.088199
alpaca_cleaned_dataset, 46547, 0.088198
alpaca_cleaned_dataset, 7943, 0.088186
alpaca_cleaned_dataset, 26891, 0.08816
alpaca_cleaned_dataset, 1323, 0.088153
alpaca_cleaned_dataset, 19909, 0.088146
alpaca_cleaned_dataset, 46019, 0.088145
alpaca_cleaned_dataset, 14126, 0.08811
alpaca_cleaned_dataset, 4355, 0.088101
alpaca_cleaned_dataset, 49130, 0.088093
alpaca_cleaned_dataset, 33986, 0.088088
alpaca_cleaned_dataset, 1781, 0.088085
alpaca_cleaned_dataset, 6630, 0.088076
alpaca_cleaned_dataset, 32569, 0.088056
alpaca_cleaned_dataset, 39423, 0.088054
alpaca_cleaned_dataset, 46063, 0.08805
alpaca_cleaned_dataset, 26297, 0.088039
alpaca_cleaned_dataset, 42706, 0.088038
alpaca_cleaned_dataset, 48196, 0.088034
alpaca_cleaned_dataset, 36065, 0.088032
alpaca_cleaned_dataset, 34790, 0.088022
alpaca_cleaned_dataset, 7320, 0.088011
alpaca_cleaned_dataset, 35823, 0.087991
alpaca_cleaned_dataset, 18341, 0.087969
alpaca_cleaned_dataset, 16791, 0.087963
alpaca_cleaned_dataset, 8777, 0.087947
